date,dayOfWeek,dayOfWeekNumber,steps
7/28/2015,Tuesday,3,6556
7/29/2015,Wednesday,4,5741
7/30/2015,Thursday,5,5207
7/31/2015,Friday,6,6009
8/1/2015,Saturday,7,6261
8/2/2015,Sunday,1,6086
8/3/2015,Monday,2,15183
8/4/2015,Tuesday,3,8178
8/5/2015,Wednesday,4,13554
8/6/2015,Thursday,5,13166
8/7/2015,Friday,6,9734
8/8/2015,Saturday,7,11107
8/9/2015,Sunday,1,10783
8/10/2015,Monday,2,5984
8/11/2015,Tuesday,3,3373
8/12/2015,Wednesday,4,9943
8/13/2015,Thursday,5,6330
8/14/2015,Friday,6,3611
8/15/2015,Saturday,7,4042
8/16/2015,Sunday,1,8227
8/17/2015,Monday,2,3163
8/18/2015,Tuesday,3,7828
8/19/2015,Wednesday,4,4483
8/20/2015,Thursday,5,8601
8/21/2015,Friday,6,6726
8/22/2015,Saturday,7,2730
8/23/2015,Sunday,1,6345
8/24/2015,Monday,2,10281
8/25/2015,Tuesday,3,14364
8/26/2015,Wednesday,4,9136
8/27/2015,Thursday,5,7987
8/28/2015,Friday,6,4965
8/29/2015,Saturday,7,2960
8/30/2015,Sunday,1,7459
8/31/2015,Monday,2,3535
9/1/2015,Tuesday,3,7355
9/2/2015,Wednesday,4,10070
9/3/2015,Thursday,5,5119
9/4/2015,Friday,6,6600
9/5/2015,Saturday,7,5633
9/6/2015,Sunday,1,12808
9/7/2015,Monday,2,10335
9/8/2015,Tuesday,3,6817
9/9/2015,Wednesday,4,5939
9/10/2015,Thursday,5,9277
9/11/2015,Friday,6,8520
9/12/2015,Saturday,7,5271
9/13/2015,Sunday,1,7345
9/14/2015,Monday,2,10691
9/15/2015,Tuesday,3,7308
9/16/2015,Wednesday,4,10592
9/17/2015,Thursday,5,7425
9/18/2015,Friday,6,7334
9/19/2015,Saturday,7,5277
9/20/2015,Sunday,1,6867
9/21/2015,Monday,2,6605
9/22/2015,Tuesday,3,5405
9/23/2015,Wednesday,4,5582
9/24/2015,Thursday,5,11409
9/25/2015,Friday,6,9694
9/26/2015,Saturday,7,5592
9/27/2015,Sunday,1,5019
9/28/2015,Monday,2,8800
9/29/2015,Tuesday,3,8897
9/30/2015,Wednesday,4,6198
10/1/2015,Thursday,5,7669
10/2/2015,Friday,6,9446
10/3/2015,Saturday,7,7555
10/4/2015,Sunday,1,8122
10/5/2015,Monday,2,8039
10/6/2015,Tuesday,3,5940
10/7/2015,Wednesday,4,6072
10/8/2015,Thursday,5,7104
10/9/2015,Friday,6,7876
10/10/2015,Saturday,7,4258
10/11/2015,Sunday,1,8368
10/12/2015,Monday,2,7679
10/13/2015,Tuesday,3,5418
10/14/2015,Wednesday,4,5082
10/15/2015,Thursday,5,8181
10/16/2015,Friday,6,6266
10/17/2015,Saturday,7,7140
10/18/2015,Sunday,1,5660
10/19/2015,Monday,2,4906
10/20/2015,Tuesday,3,10187
10/21/2015,Wednesday,4,11511
10/22/2015,Thursday,5,5778
10/23/2015,Friday,6,5903
10/24/2015,Saturday,7,8411
10/25/2015,Sunday,1,4442
10/26/2015,Monday,2,4117
10/27/2015,Tuesday,3,6078
10/28/2015,Wednesday,4,6780
10/29/2015,Thursday,5,8901
10/30/2015,Friday,6,6392
10/31/2015,Saturday,7,12592
11/1/2015,Sunday,1,3607
11/2/2015,Monday,2,6958
11/3/2015,Tuesday,3,6431
11/4/2015,Wednesday,4,4480
11/5/2015,Thursday,5,8719
11/6/2015,Friday,6,7115
11/7/2015,Saturday,7,5371
11/8/2015,Sunday,1,6654
11/9/2015,Monday,2,9838
11/10/2015,Tuesday,3,8540
11/11/2015,Wednesday,4,4923
11/12/2015,Thursday,5,5928
11/13/2015,Friday,6,10699
11/14/2015,Saturday,7,7663
11/15/2015,Sunday,1,4398
11/16/2015,Monday,2,9487
11/17/2015,Tuesday,3,7971
11/18/2015,Wednesday,4,8634
11/19/2015,Thursday,5,7159
11/20/2015,Friday,6,4300
11/21/2015,Saturday,7,7378
11/22/2015,Sunday,1,8715
11/23/2015,Monday,2,5574
11/24/2015,Tuesday,3,4975
11/25/2015,Wednesday,4,7315
11/26/2015,Thursday,5,5696
11/27/2015,Friday,6,12025
11/28/2015,Saturday,7,6581
11/29/2015,Sunday,1,7310
11/30/2015,Monday,2,6523
12/1/2015,Tuesday,3,6115
12/2/2015,Wednesday,4,9013
12/3/2015,Thursday,5,4950
12/4/2015,Friday,6,12859
12/5/2015,Saturday,7,3594
12/6/2015,Sunday,1,5510
12/7/2015,Monday,2,6570
12/8/2015,Tuesday,3,5239
12/9/2015,Wednesday,4,7090
12/10/2015,Thursday,5,4507
12/11/2015,Friday,6,9418
12/12/2015,Saturday,7,3260
12/13/2015,Sunday,1,6128
12/14/2015,Monday,2,4345
12/15/2015,Tuesday,3,14160
12/16/2015,Wednesday,4,5945
12/17/2015,Thursday,5,5836
12/18/2015,Friday,6,4072
12/19/2015,Saturday,7,4295
12/20/2015,Sunday,1,4380
12/21/2015,Monday,2,5630
12/22/2015,Tuesday,3,5730
12/23/2015,Wednesday,4,7103
12/24/2015,Thursday,5,4750
12/25/2015,Friday,6,8390
12/26/2015,Saturday,7,7757
12/27/2015,Sunday,1,8971
12/28/2015,Monday,2,12567
12/29/2015,Tuesday,3,8623
12/30/2015,Wednesday,4,11170
12/31/2015,Thursday,5,5237
1/1/2016,Friday,6,7244
1/2/2016,Saturday,7,5217
1/3/2016,Sunday,1,7346
1/4/2016,Monday,2,5672
1/5/2016,Tuesday,3,11750
1/6/2016,Wednesday,4,4062
1/7/2016,Thursday,5,7703
1/8/2016,Friday,6,6949
1/9/2016,Saturday,7,6175
1/10/2016,Sunday,1,737
1/11/2016,Monday,2,10948
1/12/2016,Tuesday,3,8691
1/13/2016,Wednesday,4,5938
1/14/2016,Thursday,5,7502
1/15/2016,Friday,6,6946
1/16/2016,Saturday,7,4730
1/17/2016,Sunday,1,10125
1/18/2016,Monday,2,4703
1/19/2016,Tuesday,3,3723
1/20/2016,Wednesday,4,5987
1/21/2016,Thursday,5,7992
1/22/2016,Friday,6,6050
1/23/2016,Saturday,7,5929
1/24/2016,Sunday,1,5246
1/25/2016,Monday,2,5685
1/26/2016,Tuesday,3,5768
1/27/2016,Wednesday,4,4078
1/28/2016,Thursday,5,7618
1/29/2016,Friday,6,9415
1/30/2016,Saturday,7,3134
1/31/2016,Sunday,1,7750
2/1/2016,Monday,2,11371
2/2/2016,Tuesday,3,10571
2/3/2016,Wednesday,4,11522
2/4/2016,Thursday,5,6159
2/5/2016,Friday,6,13096
2/6/2016,Saturday,7,7342
2/7/2016,Sunday,1,7769
2/8/2016,Monday,2,6119
2/9/2016,Tuesday,3,9245
2/10/2016,Wednesday,4,11457
2/11/2016,Thursday,5,11475
2/12/2016,Friday,6,7256
2/13/2016,Saturday,7,3667
2/14/2016,Sunday,1,8774
2/15/2016,Monday,2,6024
2/16/2016,Tuesday,3,9143
2/17/2016,Wednesday,4,9200
2/18/2016,Thursday,5,7254
2/19/2016,Friday,6,7889
2/20/2016,Saturday,7,4605
2/21/2016,Sunday,1,5060
2/22/2016,Monday,2,5236
2/23/2016,Tuesday,3,9559
2/24/2016,Wednesday,4,6037
2/25/2016,Thursday,5,8386
2/26/2016,Friday,6,7675
2/27/2016,Saturday,7,
2/28/2016,Sunday,1,
2/29/2016,Monday,2,
3/1/2016,Tuesday,3,5535
3/2/2016,Wednesday,4,4986
3/3/2016,Thursday,5,8692
3/4/2016,Friday,6,5146
3/5/2016,Saturday,7,3468
3/6/2016,Sunday,1,3893
3/7/2016,Monday,2,8101
3/8/2016,Tuesday,3,9822
3/9/2016,Wednesday,4,6778
3/10/2016,Thursday,5,7685
3/11/2016,Friday,6,4592
3/12/2016,Saturday,7,4855
3/13/2016,Sunday,1,3477
3/14/2016,Monday,2,4120
3/15/2016,Tuesday,3,8760
3/16/2016,Wednesday,4,8892
3/17/2016,Thursday,5,6651
3/18/2016,Friday,6,7208
3/19/2016,Saturday,7,5028
3/20/2016,Sunday,1,942
3/21/2016,Monday,2,5765
3/22/2016,Tuesday,3,8878
3/23/2016,Wednesday,4,3923
3/24/2016,Thursday,5,6256
3/25/2016,Friday,6,8549
3/26/2016,Saturday,7,10272
3/27/2016,Sunday,1,6331
3/28/2016,Monday,2,11364
3/29/2016,Tuesday,3,8913
3/30/2016,Wednesday,4,13018
3/31/2016,Thursday,5,6769
4/1/2016,Friday,6,9507
4/2/2016,Saturday,7,6883
4/3/2016,Sunday,1,7021
4/4/2016,Monday,2,7491
4/5/2016,Tuesday,3,5833
4/6/2016,Wednesday,4,7579
4/7/2016,Thursday,5,7383
4/8/2016,Friday,6,3944
4/9/2016,Saturday,7,7783
4/10/2016,Sunday,1,2703
4/11/2016,Monday,2,5583
4/12/2016,Tuesday,3,1046
4/13/2016,Wednesday,4,1525
4/14/2016,Thursday,5,6083
4/15/2016,Friday,6,5340
4/16/2016,Saturday,7,8702
4/17/2016,Sunday,1,10242
4/18/2016,Monday,2,10040
4/19/2016,Tuesday,3,11837
4/20/2016,Wednesday,4,8017
4/21/2016,Thursday,5,7870
4/22/2016,Friday,6,7798
4/23/2016,Saturday,7,10241
4/24/2016,Sunday,1,9319
4/25/2016,Monday,2,8820
4/26/2016,Tuesday,3,11904
4/27/2016,Wednesday,4,5067
4/28/2016,Thursday,5,4756
4/29/2016,Friday,6,12314
4/30/2016,Saturday,7,10348
5/1/2016,Sunday,1,10434
5/2/2016,Monday,2,15584
5/3/2016,Tuesday,3,8163
5/4/2016,Wednesday,4,17046
5/5/2016,Thursday,5,7582
5/6/2016,Friday,6,7878
5/7/2016,Saturday,7,9233
5/8/2016,Sunday,1,6057
5/9/2016,Monday,2,7702
5/10/2016,Tuesday,3,8412
5/11/2016,Wednesday,4,13556
5/12/2016,Thursday,5,6896
5/13/2016,Friday,6,10168
5/14/2016,Saturday,7,7182
5/15/2016,Sunday,1,8629
5/16/2016,Monday,2,10948
5/17/2016,Tuesday,3,10242
5/18/2016,Wednesday,4,6011
5/19/2016,Thursday,5,9065
5/20/2016,Friday,6,5997
5/21/2016,Saturday,7,7685
5/22/2016,Sunday,1,8838
5/23/2016,Monday,2,7306
5/24/2016,Tuesday,3,3518
5/25/2016,Wednesday,4,11346
5/26/2016,Thursday,5,7847
5/27/2016,Friday,6,11593
5/28/2016,Saturday,7,8771
5/29/2016,Sunday,1,5637
5/30/2016,Monday,2,8956
5/31/2016,Tuesday,3,9758
6/1/2016,Wednesday,4,5396
6/2/2016,Thursday,5,7027
6/3/2016,Friday,6,9255
6/4/2016,Saturday,7,7945
6/5/2016,Sunday,1,5925
6/6/2016,Monday,2,5950
6/7/2016,Tuesday,3,4969
6/8/2016,Wednesday,4,6537
6/9/2016,Thursday,5,8864
6/10/2016,Friday,6,6861
6/11/2016,Saturday,7,7717
6/12/2016,Sunday,1,5769
6/13/2016,Monday,2,11613
6/14/2016,Tuesday,3,4637
6/15/2016,Wednesday,4,5522
6/16/2016,Thursday,5,10079
6/17/2016,Friday,6,11447
6/18/2016,Saturday,7,6349
6/19/2016,Sunday,1,5922
6/20/2016,Monday,2,8805
6/21/2016,Tuesday,3,7952
6/22/2016,Wednesday,4,7196
6/23/2016,Thursday,5,3770
6/24/2016,Friday,6,6855
6/25/2016,Saturday,7,10337
6/26/2016,Sunday,1,9798
6/27/2016,Monday,2,5669
6/28/2016,Tuesday,3,4692
6/29/2016,Wednesday,4,8530
6/30/2016,Thursday,5,10146
7/1/2016,Friday,6,5373
7/2/2016,Saturday,7,8522
7/3/2016,Sunday,1,10531
7/4/2016,Monday,2,9895
7/5/2016,Tuesday,3,8388
7/6/2016,Wednesday,4,5021
7/7/2016,Thursday,5,4699
7/8/2016,Friday,6,6734
7/9/2016,Saturday,7,10598
7/10/2016,Sunday,1,7092
7/11/2016,Monday,2,12425
7/12/2016,Tuesday,3,10715
7/13/2016,Wednesday,4,3993
7/14/2016,Thursday,5,5109
7/15/2016,Friday,6,10519
7/16/2016,Saturday,7,7297
7/17/2016,Sunday,1,12147
7/18/2016,Monday,2,10442
7/19/2016,Tuesday,3,12863
7/20/2016,Wednesday,4,7468
7/21/2016,Thursday,5,8205
7/22/2016,Friday,6,5492
7/23/2016,Saturday,7,11165
7/24/2016,Sunday,1,8373
7/25/2016,Monday,2,5663
7/26/2016,Tuesday,3,10101
7/27/2016,Wednesday,4,3885
7/28/2016,Thursday,5,6282
7/29/2016,Friday,6,6758
7/30/2016,Saturday,7,5991
7/31/2016,Sunday,1,7493
8/1/2016,Monday,2,3744
8/2/2016,Tuesday,3,6855
8/3/2016,Wednesday,4,2262
8/4/2016,Thursday,5,3164
8/5/2016,Friday,6,7314
8/6/2016,Saturday,7,5558
8/7/2016,Sunday,1,4790
8/8/2016,Monday,2,3010
8/9/2016,Tuesday,3,3553
8/10/2016,Wednesday,4,8788
8/11/2016,Thursday,5,11331
8/12/2016,Friday,6,9637
8/13/2016,Saturday,7,10899
8/14/2016,Sunday,1,8959
8/15/2016,Monday,2,7075
8/16/2016,Tuesday,3,9710
8/17/2016,Wednesday,4,4619
8/18/2016,Thursday,5,5749
8/19/2016,Friday,6,5405
8/20/2016,Saturday,7,8018
8/21/2016,Sunday,1,12208
8/22/2016,Monday,2,6036
8/23/2016,Tuesday,3,5996
8/24/2016,Wednesday,4,7319
8/25/2016,Thursday,5,5072
8/26/2016,Friday,6,5700
8/27/2016,Saturday,7,6930
8/28/2016,Sunday,1,12461
8/29/2016,Monday,2,8216
8/30/2016,Tuesday,3,10336
8/31/2016,Wednesday,4,10717
9/1/2016,Thursday,5,9405
9/2/2016,Friday,6,7377
9/3/2016,Saturday,7,10058
9/4/2016,Sunday,1,6878
9/5/2016,Monday,2,4131
9/6/2016,Tuesday,3,8660
9/7/2016,Wednesday,4,7641
9/8/2016,Thursday,5,7434
9/9/2016,Friday,6,5545
9/10/2016,Saturday,7,5457
9/11/2016,Sunday,1,10110
9/12/2016,Monday,2,8143
9/13/2016,Tuesday,3,8690
9/14/2016,Wednesday,4,5316
9/15/2016,Thursday,5,5204
9/16/2016,Friday,6,6693
9/17/2016,Saturday,7,7127
9/18/2016,Sunday,1,7600
9/19/2016,Monday,2,4277
9/20/2016,Tuesday,3,5415
9/21/2016,Wednesday,4,8202
9/22/2016,Thursday,5,6752
9/23/2016,Friday,6,9228
9/24/2016,Saturday,7,8153
9/25/2016,Sunday,1,4556
9/26/2016,Monday,2,7212
9/27/2016,Tuesday,3,8027
9/28/2016,Wednesday,4,4788
9/29/2016,Thursday,5,5763
9/30/2016,Friday,6,7130
10/1/2016,Saturday,7,8463
10/2/2016,Sunday,1,9839
10/3/2016,Monday,2,6618
10/4/2016,Tuesday,3,7806
10/5/2016,Wednesday,4,14361
10/6/2016,Thursday,5,5968
10/7/2016,Friday,6,5970
10/8/2016,Saturday,7,6065
10/9/2016,Sunday,1,5849
10/10/2016,Monday,2,4603
10/11/2016,Tuesday,3,6574
10/12/2016,Wednesday,4,8458
10/13/2016,Thursday,5,6589
10/14/2016,Friday,6,6749
10/15/2016,Saturday,7,6041
10/16/2016,Sunday,1,6235
10/17/2016,Monday,2,9051
10/18/2016,Tuesday,3,7361
10/19/2016,Wednesday,4,7217
10/20/2016,Thursday,5,9239
10/21/2016,Friday,6,10104
10/22/2016,Saturday,7,5188
10/23/2016,Sunday,1,9613
10/24/2016,Monday,2,13895
10/25/2016,Tuesday,3,15369
10/26/2016,Wednesday,4,13774
10/27/2016,Thursday,5,10083
10/28/2016,Friday,6,6762
10/29/2016,Saturday,7,8898
10/30/2016,Sunday,1,7374
10/31/2016,Monday,2,6672
11/1/2016,Tuesday,3,10758
11/2/2016,Wednesday,4,8821
11/3/2016,Thursday,5,4991
11/4/2016,Friday,6,8419
11/5/2016,Saturday,7,8536
11/6/2016,Sunday,1,4716
11/7/2016,Monday,2,8026
11/8/2016,Tuesday,3,6281
11/9/2016,Wednesday,4,9266
11/10/2016,Thursday,5,10148
11/11/2016,Friday,6,6088
11/12/2016,Saturday,7,18540
11/13/2016,Sunday,1,17745
11/14/2016,Monday,2,8110
11/15/2016,Tuesday,3,6101
11/16/2016,Wednesday,4,5862
11/17/2016,Thursday,5,7409
11/18/2016,Friday,6,6050
11/19/2016,Saturday,7,6364
11/20/2016,Sunday,1,3610
11/21/2016,Monday,2,8185
11/22/2016,Tuesday,3,5043
11/23/2016,Wednesday,4,12043
11/24/2016,Thursday,5,8014
11/25/2016,Friday,6,13303
11/26/2016,Saturday,7,7076
11/27/2016,Sunday,1,4506
11/28/2016,Monday,2,7300
11/29/2016,Tuesday,3,8804
11/30/2016,Wednesday,4,8129
12/1/2016,Thursday,5,8298
12/2/2016,Friday,6,9036
12/3/2016,Saturday,7,8094
12/4/2016,Sunday,1,5053
12/5/2016,Monday,2,5460
12/6/2016,Tuesday,3,7002
12/7/2016,Wednesday,4,6798
12/8/2016,Thursday,5,5085
12/9/2016,Friday,6,4075
12/10/2016,Saturday,7,6162
12/11/2016,Sunday,1,4529
12/12/2016,Monday,2,12963
12/13/2016,Tuesday,3,4864
12/14/2016,Wednesday,4,4410
12/15/2016,Thursday,5,10288
12/16/2016,Friday,6,12423
12/17/2016,Saturday,7,8048
12/18/2016,Sunday,1,9128
12/19/2016,Monday,2,8814
12/20/2016,Tuesday,3,8885
12/21/2016,Wednesday,4,8732
12/22/2016,Thursday,5,3929
12/23/2016,Friday,6,3834
12/24/2016,Saturday,7,9547
12/25/2016,Sunday,1,9209
12/26/2016,Monday,2,7147
12/27/2016,Tuesday,3,9281
12/28/2016,Wednesday,4,10146
12/29/2016,Thursday,5,8469
12/30/2016,Friday,6,11157
12/31/2016,Saturday,7,8652
1/1/2017,Sunday,1,7016
1/2/2017,Monday,2,3632
1/3/2017,Tuesday,3,7385
1/4/2017,Wednesday,4,9478
1/5/2017,Thursday,5,9866
1/6/2017,Friday,6,4747
1/7/2017,Saturday,7,8037
1/8/2017,Sunday,1,5961
1/9/2017,Monday,2,10510
1/10/2017,Tuesday,3,10642
1/11/2017,Wednesday,4,8662
1/12/2017,Thursday,5,4333
1/13/2017,Friday,6,6305
1/14/2017,Saturday,7,4839
1/15/2017,Sunday,1,3324
1/16/2017,Monday,2,4074
1/17/2017,Tuesday,3,10321
1/18/2017,Wednesday,4,6249
1/19/2017,Thursday,5,7949
1/20/2017,Friday,6,8295
1/21/2017,Saturday,7,5842
1/22/2017,Sunday,1,3742
1/23/2017,Monday,2,6148
1/24/2017,Tuesday,3,5972
1/25/2017,Wednesday,4,6672
1/26/2017,Thursday,5,5340
1/27/2017,Friday,6,6282
1/28/2017,Saturday,7,5164
1/29/2017,Sunday,1,5414
1/30/2017,Monday,2,7891
1/31/2017,Tuesday,3,7057
2/1/2017,Wednesday,4,7323
2/2/2017,Thursday,5,7871
2/3/2017,Friday,6,10072
2/4/2017,Saturday,7,3961
2/5/2017,Sunday,1,7515
2/6/2017,Monday,2,6919
2/7/2017,Tuesday,3,4572
2/8/2017,Wednesday,4,5954
2/9/2017,Thursday,5,6839
2/10/2017,Friday,6,7095
2/11/2017,Saturday,7,8194
2/12/2017,Sunday,1,10560
2/13/2017,Monday,2,8907
2/14/2017,Tuesday,3,9070
2/15/2017,Wednesday,4,1118
2/16/2017,Thursday,5,10504
2/17/2017,Friday,6,6023
2/18/2017,Saturday,7,10865
2/19/2017,Sunday,1,6941
2/20/2017,Monday,2,12789
2/21/2017,Tuesday,3,4294
2/22/2017,Wednesday,4,14796
2/23/2017,Thursday,5,8494
2/24/2017,Friday,6,17069
2/25/2017,Saturday,7,11919
2/26/2017,Sunday,1,9462
2/27/2017,Monday,2,5126
2/28/2017,Tuesday,3,7027
3/1/2017,Wednesday,4,6850
3/2/2017,Thursday,5,9054
3/3/2017,Friday,6,5326
3/4/2017,Saturday,7,6837
3/5/2017,Sunday,1,3225
3/6/2017,Monday,2,10099
3/7/2017,Tuesday,3,8989
3/8/2017,Wednesday,4,8185
3/9/2017,Thursday,5,10252
3/10/2017,Friday,6,8406
3/11/2017,Saturday,7,7726
3/12/2017,Sunday,1,7146
3/13/2017,Monday,2,8849
3/14/2017,Tuesday,3,8730
3/15/2017,Wednesday,4,6678
3/16/2017,Thursday,5,8558
3/17/2017,Friday,6,7960
3/18/2017,Saturday,7,8899
3/19/2017,Sunday,1,4256
3/20/2017,Monday,2,11971
3/21/2017,Tuesday,3,5261
3/22/2017,Wednesday,4,5883
3/23/2017,Thursday,5,9471
3/24/2017,Friday,6,6512
3/25/2017,Saturday,7,10140
3/26/2017,Sunday,1,3152
3/27/2017,Monday,2,5452
3/28/2017,Tuesday,3,6676
3/29/2017,Wednesday,4,6229
3/30/2017,Thursday,5,4402
3/31/2017,Friday,6,6231
4/1/2017,Saturday,7,5273
4/2/2017,Sunday,1,4568
4/3/2017,Monday,2,4461
4/4/2017,Tuesday,3,16623
4/5/2017,Wednesday,4,10954
4/6/2017,Thursday,5,11704
4/7/2017,Friday,6,6680
4/8/2017,Saturday,7,8650
4/9/2017,Sunday,1,8133
4/10/2017,Monday,2,7119
4/11/2017,Tuesday,3,12850
4/12/2017,Wednesday,4,7739
4/13/2017,Thursday,5,9804
4/14/2017,Friday,6,6476
4/15/2017,Saturday,7,4958
4/16/2017,Sunday,1,6514
4/17/2017,Monday,2,7474
4/18/2017,Tuesday,3,10306
4/19/2017,Wednesday,4,6625
4/20/2017,Thursday,5,8535
4/21/2017,Friday,6,9276
4/22/2017,Saturday,7,6614
4/23/2017,Sunday,1,3508
4/24/2017,Monday,2,6328
4/25/2017,Tuesday,3,10026
4/26/2017,Wednesday,4,4434
4/27/2017,Thursday,5,6845
4/28/2017,Friday,6,8590
4/29/2017,Saturday,7,4933
4/30/2017,Sunday,1,5776
5/1/2017,Monday,2,11041
5/2/2017,Tuesday,3,8485
5/3/2017,Wednesday,4,5990
5/4/2017,Thursday,5,4282
5/5/2017,Friday,6,5741
5/6/2017,Saturday,7,7958
5/7/2017,Sunday,1,8635
5/8/2017,Monday,2,11003
5/9/2017,Tuesday,3,9208
5/10/2017,Wednesday,4,5515
5/11/2017,Thursday,5,7099
5/12/2017,Friday,6,7881
5/13/2017,Saturday,7,5068
5/14/2017,Sunday,1,3415
5/15/2017,Monday,2,10210
5/16/2017,Tuesday,3,4836
5/17/2017,Wednesday,4,3579
5/18/2017,Thursday,5,13103
5/19/2017,Friday,6,13679
5/20/2017,Saturday,7,6954
5/21/2017,Sunday,1,7688
5/22/2017,Monday,2,6653
5/23/2017,Tuesday,3,7594
5/24/2017,Wednesday,4,7710
5/25/2017,Thursday,5,5687
5/26/2017,Friday,6,5878
5/27/2017,Saturday,7,10399
5/28/2017,Sunday,1,5287
5/29/2017,Monday,2,7793
5/30/2017,Tuesday,3,7118
5/31/2017,Wednesday,4,10208
6/1/2017,Thursday,5,10509
6/2/2017,Friday,6,9409
6/3/2017,Saturday,7,5315
6/4/2017,Sunday,1,11255
6/5/2017,Monday,2,11379
6/6/2017,Tuesday,3,5923
6/7/2017,Wednesday,4,4716
6/8/2017,Thursday,5,5773
6/9/2017,Friday,6,6868
6/10/2017,Saturday,7,5304
6/11/2017,Sunday,1,3143
6/12/2017,Monday,2,5884
6/13/2017,Tuesday,3,10216
6/14/2017,Wednesday,4,8110
6/15/2017,Thursday,5,9041
6/16/2017,Friday,6,10128
6/17/2017,Saturday,7,8521
6/18/2017,Sunday,1,6062
6/19/2017,Monday,2,8564
6/20/2017,Tuesday,3,10770
6/21/2017,Wednesday,4,8595
6/22/2017,Thursday,5,8092
6/23/2017,Friday,6,8867
6/24/2017,Saturday,7,5849
6/25/2017,Sunday,1,8300
6/26/2017,Monday,2,7030
6/27/2017,Tuesday,3,4251
6/28/2017,Wednesday,4,3402
6/29/2017,Thursday,5,9137
6/30/2017,Friday,6,6082
7/1/2017,Saturday,7,5827
7/2/2017,Sunday,1,3820
7/3/2017,Monday,2,4345
7/4/2017,Tuesday,3,12762
7/5/2017,Wednesday,4,7293
7/6/2017,Thursday,5,6991
7/7/2017,Friday,6,7767
7/8/2017,Saturday,7,5623
7/9/2017,Sunday,1,5683
7/10/2017,Monday,2,6430
7/11/2017,Tuesday,3,8024
7/12/2017,Wednesday,4,4074
7/13/2017,Thursday,5,5807
7/14/2017,Friday,6,10643
7/15/2017,Saturday,7,10391
7/16/2017,Sunday,1,7557
7/17/2017,Monday,2,7530
7/18/2017,Tuesday,3,12815
7/19/2017,Wednesday,4,7560
7/20/2017,Thursday,5,13464
7/21/2017,Friday,6,9033
7/22/2017,Saturday,7,5792
7/23/2017,Sunday,1,10422
7/24/2017,Monday,2,15174
7/25/2017,Tuesday,3,10217
7/26/2017,Wednesday,4,10690
7/27/2017,Thursday,5,8922
7/28/2017,Friday,6,5879
7/29/2017,Saturday,7,5068
7/30/2017,Sunday,1,10091
7/31/2017,Monday,2,10368
8/1/2017,Tuesday,3,5231
8/2/2017,Wednesday,4,8302
8/3/2017,Thursday,5,8376
8/4/2017,Friday,6,10180
8/5/2017,Saturday,7,8897
8/6/2017,Sunday,1,4883
8/7/2017,Monday,2,8111
8/8/2017,Tuesday,3,11136
8/9/2017,Wednesday,4,10103
8/10/2017,Thursday,5,8831
8/11/2017,Friday,6,4982
8/12/2017,Saturday,7,7658
8/13/2017,Sunday,1,4935
8/14/2017,Monday,2,8798
8/15/2017,Tuesday,3,8473
8/16/2017,Wednesday,4,3295
8/17/2017,Thursday,5,8143
8/18/2017,Friday,6,10178
8/19/2017,Saturday,7,6062
8/20/2017,Sunday,1,8252
8/21/2017,Monday,2,7856
8/22/2017,Tuesday,3,9191
8/23/2017,Wednesday,4,6989
8/24/2017,Thursday,5,8051
8/25/2017,Friday,6,8708
8/26/2017,Saturday,7,10386
8/27/2017,Sunday,1,11604
8/28/2017,Monday,2,10323
8/29/2017,Tuesday,3,11612
8/30/2017,Wednesday,4,5467
8/31/2017,Thursday,5,8028
9/1/2017,Friday,6,10062
9/2/2017,Saturday,7,8726
9/3/2017,Sunday,1,6297
9/4/2017,Monday,2,5250
9/5/2017,Tuesday,3,9605
9/6/2017,Wednesday,4,7513
9/7/2017,Thursday,5,8516
9/8/2017,Friday,6,12396
9/9/2017,Saturday,7,7831
9/10/2017,Sunday,1,4861
9/11/2017,Monday,2,10053
9/12/2017,Tuesday,3,6974
9/13/2017,Wednesday,4,4226
9/14/2017,Thursday,5,5145
9/15/2017,Friday,6,7339
9/16/2017,Saturday,7,10868
9/17/2017,Sunday,1,4637
9/18/2017,Monday,2,6145
9/19/2017,Tuesday,3,11163
9/20/2017,Wednesday,4,7583
9/21/2017,Thursday,5,7173
9/22/2017,Friday,6,6825
9/23/2017,Saturday,7,6635
9/24/2017,Sunday,1,6051
9/25/2017,Monday,2,10156
9/26/2017,Tuesday,3,9142
9/27/2017,Wednesday,4,4663
9/28/2017,Thursday,5,6089
9/29/2017,Friday,6,6536
9/30/2017,Saturday,7,6503
10/1/2017,Sunday,1,5563
10/2/2017,Monday,2,7933
10/3/2017,Tuesday,3,7924
10/4/2017,Wednesday,4,5554
10/5/2017,Thursday,5,13752
10/6/2017,Friday,6,10150
10/7/2017,Saturday,7,11775
10/8/2017,Sunday,1,6620
10/9/2017,Monday,2,8175
10/10/2017,Tuesday,3,8046
10/11/2017,Wednesday,4,6526
10/12/2017,Thursday,5,5405
10/13/2017,Friday,6,8583
10/14/2017,Saturday,7,4689
10/15/2017,Sunday,1,4830
10/16/2017,Monday,2,6971
10/17/2017,Tuesday,3,7553
10/18/2017,Wednesday,4,11746
10/19/2017,Thursday,5,3658
10/20/2017,Friday,6,8096
10/21/2017,Saturday,7,7121
10/22/2017,Sunday,1,10829
10/23/2017,Monday,2,7768
10/24/2017,Tuesday,3,7899
10/25/2017,Wednesday,4,8226
10/26/2017,Thursday,5,8817
